StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q7,1_Q2,2_Q2,3_Q2,4_Q2,5_Q2,6_Q2,7_Q2,8_Q2,9_Q2,10_Q2,11_Q2,12_Q2,13_Q2,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,26_Q2,27_Q2,28_Q2,29_Q2,30_Q2,31_Q2,32_Q2,33_Q2,34_Q2,35_Q2,36_Q2,37_Q2,38_Q2,39_Q2,40_Q2,41_Q2,42_Q2,43_Q2,44_Q2,45_Q2,46_Q2,47_Q2,48_Q2,49_Q2,50_Q2,Q13,Q11,Q13,Q15,WBLID,Session,Payment,Bonus,Retake,Complete
2021-02-10 14:47:27,2021-02-10 14:56:50,IP Address,100,563,True,2021-02-10 14:56:51,R_1oHlWrC09MU4BYg,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"More than 10 years, but not most of my life",18-24,49576,120130,5 Amazon Gift Card,0,False,2021-02-10T14:56:50-05:00
2021-02-10 14:55:42,2021-02-10 14:58:59,IP Address,100,197,True,2021-02-10 14:59:00,R_Dc1GU4FgAJqmHXH,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58370,120130,5 Amazon Gift Card,0,False,2021-02-10T14:58:59-05:00
2021-02-10 14:59:18,2021-02-10 15:01:24,IP Address,100,126,True,2021-02-10 15:01:24,R_1FG4SFVxDO4DBzp,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51895,120130,5 Amazon Gift Card,0,False,2021-02-10T15:01:24-05:00
2021-02-10 14:41:54,2021-02-10 15:02:26,IP Address,100,1231,True,2021-02-10 15:02:27,R_26i5haKFS6DiTjJ,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,53513,120130,5 Amazon Gift Card,0,False,2021-02-10T15:02:26-05:00
2021-02-10 15:00:08,2021-02-10 15:04:38,IP Address,100,270,True,2021-02-10 15:04:38,R_AcCW0cTj1D5vADT,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,60182,120130,5 Amazon Gift Card,0,False,2021-02-10T15:04:38-05:00
2021-02-10 14:45:14,2021-02-10 15:09:20,IP Address,100,1446,True,2021-02-10 15:09:20,R_1Cse6uetcHbcRx6,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,I was familiar with all of the brands,United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52243,120130,5 Amazon Gift Card,0,False,2021-02-10T15:09:20-05:00
2021-02-10 15:08:07,2021-02-10 15:10:39,IP Address,100,151,True,2021-02-10 15:10:39,R_Cl8ZKEWBUiwoijf,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52040,120130,5 Amazon Gift Card,0,False,2021-02-10T15:10:39-05:00
2021-02-10 15:01:34,2021-02-10 15:14:01,IP Address,100,746,True,2021-02-10 15:14:02,R_1IAejlFkqi8EMPh,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,44351,120130,5 Amazon Gift Card,0,False,2021-02-10T15:14:00-05:00
2021-02-10 15:03:10,2021-02-10 15:14:04,IP Address,100,654,True,2021-02-10 15:14:04,R_2uONB6lkIC1pXJD,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64842,120130,5 Amazon Gift Card,0,False,2021-02-10T15:14:04-05:00
2021-02-10 15:03:20,2021-02-10 15:16:49,IP Address,100,809,True,2021-02-10 15:16:50,R_1lAYSr4IOL1WOHc,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,47884,120130,5 Amazon Gift Card,0,False,2021-02-10T15:16:49-05:00
2021-02-10 15:07:36,2021-02-10 15:19:36,IP Address,100,720,True,2021-02-10 15:19:37,R_1FhrWuEyl1FKfXe,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",United States,4-10 years,18-24,49654,120130,5 Amazon Gift Card,0,False,2021-02-10T15:19:36-05:00
2021-02-10 15:22:14,2021-02-10 15:24:03,IP Address,100,108,True,2021-02-10 15:24:04,R_1FEcE14od6T3e1a,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48739,120130,5 Amazon Gift Card,0,False,2021-02-10T15:24:03-05:00
2021-02-10 15:22:50,2021-02-10 15:24:50,IP Address,100,120,True,2021-02-10 15:24:50,R_3dXqwb3K8YrA2fq,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},I was familiar with all of the brands,United States,"More than 10 years, but not most of my life",18-24,51249,120130,5 Amazon Gift Card,0,False,2021-02-10T15:24:50-05:00
2021-02-10 14:56:13,2021-02-10 15:24:58,IP Address,100,1725,True,2021-02-10 15:24:58,R_ZEHNuOt1SUx8jCx,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61631,120130,5 Amazon Gift Card,0,False,2021-02-10T15:24:58-05:00
2021-02-10 15:29:20,2021-02-10 15:32:05,IP Address,100,164,True,2021-02-10 15:32:05,R_3PbeSyEWYm5Rvyj,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51307,120130,5 Amazon Gift Card,0,False,2021-02-10T15:32:04-05:00
2021-02-10 15:28:13,2021-02-10 15:32:35,IP Address,100,262,True,2021-02-10 15:32:36,R_24CtamkasgJZDF7,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,61720,120130,5 Amazon Gift Card,0,False,2021-02-10T15:32:35-05:00
2021-02-10 15:37:20,2021-02-10 15:38:26,IP Address,100,66,True,2021-02-10 15:38:27,R_2QKxocBnrbS6D3b,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51257,120130,5 Amazon Gift Card,0,False,2021-02-10T15:38:26-05:00
2021-02-10 14:08:29,2021-02-10 15:38:48,IP Address,100,5419,True,2021-02-10 15:38:49,R_1hSDQHeBjHEokjN,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63233,120130,5 Amazon Gift Card,0,False,2021-02-10T15:38:48-05:00
2021-02-10 15:44:10,2021-02-10 15:48:20,IP Address,100,249,True,2021-02-10 15:48:21,R_1Eh7ntD0iRJw01n,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58784,120130,5 Amazon Gift Card,0,False,2021-02-10T15:48:20-05:00
2021-02-10 14:14:34,2021-02-10 15:50:00,IP Address,100,5726,True,2021-02-10 15:50:01,R_27Pug2nWf57jMUV,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,,"I was familiar with most of the brands, but not all of the brands",Something else,1-4 years,18-24,64792,120130,5 Amazon Gift Card,0,False,2021-02-10T15:50:00-05:00
2021-02-10 15:49:35,2021-02-10 15:51:28,IP Address,100,113,True,2021-02-10 15:51:28,R_2v0oiQEOLbfgtIh,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58298,120130,5 Amazon Gift Card,0,False,2021-02-10T15:51:28-05:00
2021-02-10 15:48:09,2021-02-10 15:53:21,IP Address,100,311,True,2021-02-10 15:53:22,R_RCE8gChgC7X8QmZ,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48712,120130,5 Amazon Gift Card,0,False,2021-02-10T15:53:21-05:00
2021-02-10 15:47:48,2021-02-10 15:54:02,IP Address,100,374,True,2021-02-10 15:54:03,R_2ZX3LJJtrAoAeGT,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48725,120130,5 Amazon Gift Card,0,False,2021-02-10T15:54:02-05:00
